Product Name,Price,Original Prices,Discount rates
"Yogabar Wholegrain Breakfast Muesli+ - Fruits, Nuts + S...",521,598,12% off
Ghasitaram Gifts Cashews Dryfruits-Goan Cashews 400 gms...,575,700,17% off
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,149,200,25% off
Wonderland Foods Premium Quality Black Mustard Seeds (S...,149,199,25% off
Haim Wholegrain Brown Rice Cakes with Quinoa and Chia S...,388,390,Nan
Wonderland Foods Premium Whole -W240 Cashew Nuts (Bette...,"1,099","1,698",35% off
Wnature Organic Roasted Arabica Coffee beans 1kg-100% P...,650,700,7% off
Happilo Californian Premium Sweet Dried Sliced Cranberr...,225,265,15% off
AS-IT-IS Nutrition Peanut Butter Crunchy (Natural & Uns...,369,499,26% off
"Akiva Superfoods Raw, Unfiltered, UnRefined Apple Cider...",599,625,4% off
YUVIKA Methi Dana - Trigonella foenum-graecum - Fenugre...,199,200,Nan
Parle Monaco Salted Biscuits,10,NaN,Nan
Balance Gourment Dalchini Cinnamon Flavored Green Coffe...,649,"1,000",35% off
Organic India Tulsi Original 100gm Tin (Pack of 2) Tuls...,379,380,Nan
Midiron Roasted Flax Seed (250 gm) & Raw Sunflower Seed...,439,499,12% off
Herbal Essentials Combo pack of 5 Himalayan Pink Salt (...,325,499,34% off
Tang Orange Instant Drink Mix,182,210,13% off
"Glinter Lemon Flavour Soft Drink, 350ml",149,199,25% off
Davinci Gourmet Irish Cream Flavored Syrup 750 ml,630,645,2% off
"N2B Tomato Ketchup 1200g (Pack of 6, 200g each) Ketchup",335,360,6% off
Midiron Raw Chia Seed with Sunflower Seed Healthy Pack ...,479,599,20% off
Midiron Himalayan Black Salt (Kala Namak) 1 Kg Black Sa...,205,349,41% off
Tang Mango Instant Drink Mix,199,210,5% off
"Organic Forest White Quinoa Seeds, 1kg Quinoa",362,498,27% off
Pastificio Riscossa Semi Di Orzo Pasta,310,NaN,Nan
Wonderland Foods Whole Coriander,179,299,40% off
"Tang Orange Instant Drink Mix, 500g(Each)",264,270,2% off
Mr.Kool Liquid Glucose Corn Syrup,270,290,6% off
Alpino Super Muesli Nut Delight 400 G (Whole Grain Brea...,249,279,10% off
Mr.Kool Premium Dark Brown Cocoa Powder 100gm Cocoa Pow...,179,299,40% off
Wonderland Foods Premium Quality Combo of Whole Spices ...,449,800,43% off
"Wonderland Foods Roasted Makhana Chaat Masala, Peri Per...",580,NaN,Nan
Pintola Classic Peanut Butter (Crunchy) 1 kg,319,349,8% off
Nutty Gritties Indian Long Green Raisins,165,NaN,Nan
Foodvit Citric Acid Raising Ingredient Powder,90,100,10% off
TGL Co. Morning Motivation Instant Coffee Powder Instan...,314,349,10% off
Yogabar Wholegrain Breakfast Muesli+ - Dark Chocolate +...,260,299,13% off
Britannia Good Day Cashew Cookies,105,NaN,Nan
NattyNuts 100% Natural & Rich In Taste Cashews,570,700,18% off
Sinew Nutrition Green Coffee Beans (250g x 4 PC) for We...,719,"1,996",63% off
"Pranacharya Pranamrit Wheat Grass juice with Giloy, Pap...",450,580,22% off
Vitro Certified Organic Amla Juice,320,325,1% off
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,149,200,25% off
"LuvIt Chocorich Classic Eclairs, 384g - Pack of 4 Bars",372,496,25% off
cloudem Rose Non Alcoholic Sparkling Drink - Ideal Fest...,699,999,30% off
Eighty 7 Broken cashew 900gm Cashews,887,"1,487",40% off
Wnature Organic Roasted Arabica Coffee beans 1kg-100% P...,650,700,7% off
Soft Art Energy Dried Seedless Turkish Apricot (Khumani...,388,"1,120",65% off
cloudem Bronze Non Alcoholic Sparkling Drink - Ideal Fe...,699,999,30% off
Veg E Wagon Hexagon Salty And Spicy Biscuits,328,499,34% off
Nutty Gritties Mix Berries 200g,355,375,5% off
Wonderland Foods Premium Quality Fennel Seeds (Sauf),175,325,46% off
NutrineLife Pure Apple Cider Vinegar ACV 500 ml with Mo...,799,"1,898",57% off
Midiron Premium Quality Himalayan Black Salt Powder Kal...,155,199,22% off
myfitness Smooth Crunchy Peanut Butter Combo (510g) 102...,549,640,14% off
"Naturewell Combo pack of Chia Seeds , Sunflower Seeds ,...",375,"1,196",68% off
Tang Orange Instant Drink Mix,182,210,13% off
Neuherbs Chia Seeds,219,270,18% off
Haim Wholegrain Brown Rice with Quinoa and Chia Seeds (...,777,780,Nan
"Vega Rica Non-Alcoholic White Wine,1 L",599,899,33% off
24 nature PREMIUM ALMONDS EXPORT QUALITY Almonds,449,"1,399",67% off
D NATURE FRESH Roasted & Salted Almonds 250g (Pouch) Al...,275,375,26% off
Tang Mango Instant Drink Mix,199,210,5% off
Minar Golden Latte Mix 200gm (Pack of 1),238,345,31% off
Wonderland Roasted & Salted 100g Pistachios,190,NaN,Nan
Nutrovally green coffee Beans Powder for Weight Loss (A...,349,549,36% off
"Tang Orange Instant Drink Mix, 500g(Each)",264,270,2% off
Delight Nuts Natural Mix - 200gm (Pack of 2) Assorted N...,775,798,2% off
"Wonderland Foods Pistachios Roasted and Salted, 100g Pi...",190,NaN,Nan
Junior Horlicks Original Flavour - Stage 2,268,288,6% off
TE-A-ME Long Leaf Pack of 4 (4 X 200g = 800g) Green Tea...,560,700,20% off
Veg E Wagon Haldi (Turmeric) Whole 1000 gm,288,306,5% off
Balance Instant 60 Sachets Stevia & LemonGrass Green Co...,499,750,33% off
"Pastificio Riscossa Gluten Free Penne Rigate Pasta, 340...",295,NaN,Nan
"Bliss of Earth Certified Organic Black Seed Oil, Kalonj...",281,475,40% off
Nandini Good Life Toned Milk,27,NaN,Nan
Pintola Classic Peanut Butter (Crunchy) 1 kg,319,349,8% off
Farm Honey Wild Honey,305,320,4% off
Healthkart Apple Cider Vinegar with Mother (Ginger Garl...,470,630,25% off
"HealthNutriva Apple Cider Vinegar with Ginger, Garlic ,...",945,"3,000",68% off
Junior Horlicks Vanilla Flavour - Stage 1,268,288,6% off
Wonderland Foods Pumpkin Seed Pack of 2 (200g Each),429,800,46% off
Yogabar Wholegrain Breakfast Muesli+ - Dark Chocolate +...,260,299,13% off
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,678,"1,000",32% off
Farm Honey Cardomom Honey,335,350,4% off
Midiron 100 % Natural Premium Raisin Raisins,179,249,28% off
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,149,200,25% off
Veg E Wagon Green Kishmish (Raisins) Regular 500 gm Rai...,368,450,18% off
Delight Nuts Berries Combo Pack - Dried Cranberries 200...,854,880,2% off
Blue Elephant Rice Vinegar,275,NaN,Nan
TE-A-ME Charge Pack of 4 (4 X 25 = 100 Tea Bags) Ginger...,560,700,20% off
True Elements Raw Chia Seeds and Raw Sunflower Seeds,286,300,4% off
Wnature Organic Roasted Arabica Coffee beans 1kg-100% P...,650,700,7% off
Midiron Pumpkin Seed & Raw Sunflower Seed Healthy Pack ...,"1,089","1,199",9% off
Sinew Nutrition Green Coffee Beans (250g x 4 PC) for We...,719,"1,996",63% off
FRUIT NUT Premium Export Quality Mango Mango,249,999,75% off
Tang Orange Instant Drink Mix,182,210,13% off
cloudem Blue Non Alcoholic Sparkling Drink - Ideal Fest...,699,999,30% off
Midiron Organics Pumpkin Seeds - Gluten Free Non-GMO Pu...,769,899,14% off
Yuvika Kahu Jeera | Kahoo Jeera - Lactuca Sativa (100 G...,229,399,42% off
VIHADO Pure Green Coffee Beans for Weight Loss For Men ...,269,"1,047",74% off
Delight Nuts Dried Cranberries - 200gm (Pack of 2) Cran...,660,680,2% off
Tang Mango Instant Drink Mix,199,210,5% off
NutroVally Organic green coffee beans for weight loss 2...,529,"1,107",52% off
Protinex Original,535,585,8% off
Veg E Wagon Pudina Goli and Amla Candy 250 gm Combo Swe...,334,408,18% off
"Tang Orange Instant Drink Mix, 500g(Each)",264,270,2% off
Wonderland Foods Whole Coriander Seeds (Sabut Dhaniya),269,599,55% off
Vitro Certified Organic Aloe Vera Juice with Fiber,288,295,2% off
Jiva Aloe Vera Juice (500 ml) Pack of 2,418,NaN,Nan
Soft Art Celebrations Dried Cranberries Candy Vaccum Pa...,313,618,49% off
CCDS Castor Sugar 500 gm Sugar,125,135,7% off
Pintola Classic Peanut Butter (Crunchy) 1 kg,319,349,8% off
Yuvika Afteeyun | Aftiun | Afttimoon | Amar Bel | Aakas...,274,499,45% off
Happilo Californian Premium Sweet Dried Whole Cranberri...,531,590,10% off
D NATURE FRESH Raw Cashews 250g (Box) Cashews,345,450,23% off
Yogabar Wholegrain Breakfast Muesli+ - Dark Chocolate +...,260,299,13% off
Farm Honey Moringa Honey,315,350,10% off
Nestle NesPlus Crunchy Flakes Corn and Oats,180,NaN,Nan
Let's GoNuts Whole Cashew Nuts (Kaju) Cashews,249,349,28% off
Wonderland Roasted Jumbo Pumpkin Seed -200 g,264,400,34% off
TGL Co. Pure Matcha Green Tea Powder | Rich in Antioxid...,435,599,27% off
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,149,200,25% off
kaykon Pure Kashmiri Kesar Premium Quality Saffron 2-4 ...,"3,299","5,990",44% off
Bliss of Earth 500ML Certified Organic Sunflower Oil Fo...,266,550,51% off
Farm Honey Jamun Honey,320,360,11% off
Wnature Organic Roasted Arabica Coffee beans 1kg-100% P...,650,700,7% off
Akiva Superfoods Extra Light 100% Organic Raw Coconut O...,499,625,20% off
Nutty Gritties Dried US Cranberries 200g Cranberries,279,285,2% off
kaykon Kashmiri Kishmish Pure Green Raisin - 2 KG Raisi...,"1,599","1,998",19% off
Singla Best Quality Kaju katli Box,680,989,31% off
Shivram Peshawari & Bros Khubani Apricots,359,399,10% off
Colavita (Hard Durum Wheat) Farfalle Pasta,285,290,1% off
Nestle Cerelac Wheat Orange Cereal,235,NaN,Nan
Lipton Loose Green Tea Box,118,120,1% off
Yuvika Bahera Sabut - Terminalia Bellirica - Bahera Who...,149,299,50% off
Tang Orange Instant Drink Mix,182,210,13% off
Rostaa Berrylicious (Mix Berries) Assorted Fruit,"1,632","1,920",15% off
Nutty Gritties Jumbo California Almonds,549,750,26% off
Delight Nuts Chia Seeds- 750gm (Value Pack) Assorted Nu...,899,"1,099",18% off
VEDICINE Raw Basil Seeds |Tukmariya |Sabja |Bapji Seed ...,349,398,12% off
Midiron Mix Colourful Sugar Coated SAUNF| Colourful Fen...,179,299,40% off
Tang Mango Instant Drink Mix,199,210,5% off
Ferns N Petals 5 Star Chocolate Gift in a Black Mug For...,549,NaN,Nan
"True Elements Antioxidant Mix,Roasted Sunflower, Pumpki...",883,960,8% off
Neuherbs Brown Flax Seeds,139,150,7% off
"Tang Orange Instant Drink Mix, 500g(Each)",264,270,2% off
Real Fruit Juice - Litchi,85,105,19% off
Vitro Certified Organic Noni Juice,370,425,12% off
Naturewell White Rajma Chithra (Whole),205,299,31% off
"Midiron Sesame Seed, Organic Sesame Seed/ White Till Ri...",235,249,5% off
Saffola Aura Refined Olive and Flaxseed Blended Oil Pla...,"1,350",NaN,Nan
Pintola Classic Peanut Butter (Crunchy) 1 kg,319,349,8% off
Saffola Aura Extra Virgin Olive and Flaxseed EV Blended...,599,600,Nan
Wonderland Raw Cashews,594,800,25% off
"True Elements Raw Flax Seeds, High in Omega 3",196,200,2% off
NutrineLife With the Mother Vinegar,499,899,44% off
Onlyleaf 100% Natural Anti-Oxidant Rich Dandelion Herbs...,261,275,5% off
Nutty Gritties Southern Pepper Cashews,389,435,10% off
Ghasitaram Gifts Cashews Dryfruits-Goan Cashews 200 gms...,351,451,22% off
Midiron Himalayan White Rock Salt Premium Quality (Send...,185,199,7% off
Horlicks Royal Kesar Badam Flavour,263,NaN,Nan
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,149,200,25% off
Bliss of Earth 2X250 GM High Curcumin Lakadong Turmeric...,440,770,42% off
Nutty Gritties Indian Long Green Raisins,165,NaN,Nan
zenulife Premium Quality Organic Green Coffee Beans Pow...,399,999,60% off
Wnature Organic Roasted Arabica Coffee beans 1kg-100% P...,650,700,7% off
"axium axs158 garden mukhwas, gulab mukhwas Mouth Freshe...",434,597,27% off
Midiron Organic Raw Sunflower Seeds (300 g),212,349,39% off
MYFITNESS Crunchy Peanut Butter (510g) 1020 g,549,640,14% off
Delight Nuts Cashew Roasted & Salted -200gm (Pack of 2)...,775,798,2% off
Glomin 100% Natural Premium Whole Nuts Cashews,315,425,25% off
Yogabar Wholegrain Breakfast Muesli+ - Dark Chocolate +...,260,299,13% off
Yuvika Tej Patta - Cinnamomum Tamala - Bay Leaves (200 ...,199,349,42% off
Yuvika Bahera Sabut - Terminalia Bellirica - Bahera Who...,179,349,48% off
Akiva Superfoods Wheatgrass Health Shots for Detox & Im...,"1,149","1,200",4% off
Tang Orange Instant Drink Mix,182,210,13% off
"True Elements Baked Granola with Rolled Oats, Cranberri...",483,520,7% off
Lune De Miel Organic pure,785,NaN,Nan
Veg E Wagon Munakka (Jumbo Raisins) Premium 500 gm Rais...,478,600,20% off
Veg E Wagon Hing Peda 500 gm Hing,339,408,16% off
"Indigenous honey raw, organic, unprocessed, unfiltered,...",501,520,3% off
Tang Mango Instant Drink Mix,199,210,5% off
YUVIKA Kali Mirch - Black Pepper - Piper Nigrum,199,215,7% off
Healthkart ACV For Weight Management Vinegar,599,670,10% off
Yuvika Tej Patta Powder - Cinnamomum Tamala - Bay Leave...,229,399,42% off
"Tang Orange Instant Drink Mix, 500g(Each)",264,270,2% off
Veg E Wagon Rai (Mustard) # 1 500 gm,128,150,14% off
Blue Elephant Red Chili Sauce,245,NaN,Nan
Manna Ethnic Proso Millet,266,280,5% off
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,149,200,25% off
Nestle Koko Krunch Choco Burst,170,NaN,Nan
Balance Instant 60 Sachets Stevia & LemonGrass Green Co...,499,750,33% off
Midiron Amla Dehydrated Sweet Candy Tasty & Healthy Can...,374,799,53% off
Bliss of Earth 1KG Authentic Pakistani Himalayan Pink S...,290,490,40% off
Delight Nuts Flax Seeds Roasted & Salted- 750gm (Value ...,484,499,3% off
Pintola Classic Peanut Butter (Crunchy) 1 kg,319,349,8% off
Coco Soul Cold Pressed Natural Virgin VCNO Coconut Oil ...,399,NaN,Nan
Glomin Premium Seedless Green (Kishmish) Raisins,169,299,43% off
Midiron Himalayan Rock Salt Premium Quality (Sendha Nam...,230,399,42% off
Nutty Gritties Southern Pepper Cashew Nuts,389,435,10% off
Yuvika Bel Patta Powder (100 GM),139,199,30% off
Wnature Organic Roasted Arabica Coffee beans 1kg-100% P...,650,700,7% off
True Elements Dried Blueberries Blueberry,359,375,4% off
"Nutty Gritties Jumbo Roasted Cashewnuts, Lightly Salted",395,420,5% off
zenulife Premium Strong & Natural Green Coffee 200 g In...,249,599,58% off
Yogabar Wholegrain Breakfast Muesli+ - Dark Chocolate +...,260,299,13% off
BHARAT HONEY KASHMIRI HONEY 500 G,420,NaN,Nan
True Elements Whole Oats Groats Whole Wheat,308,325,5% off
Delight Nuts Pistachios Roasted & Salted- 200gm (Pack o...,755,778,2% off
Onlyleaf 100% Natural Anti-Oxidant Rose Rose Green Tea ...,261,275,5% off
Shara's W240 Jumbo Size Cashew Nuts I Kaju I Cashews,599,970,38% off
Balance Gourment Dalchini Cinnamon Flavored Green Coffe...,649,"1,000",35% off
Wonderland FOODS (DEVICE) Roasted Makhana Sea Salt and ...,480,NaN,Nan
Haldiram's Mixture,30,NaN,Nan
"True Elements Raw Chia Seeds for Weight Loss, High in C...",559,600,6% off
Tang Orange Instant Drink Mix,182,210,13% off
Sonal Dry fruit Premium California Almonds Almonds,299,360,16% off
"Yogabar Multigrain Energy Bars - (Nuts and Seeds, 38gm ...",349,400,12% off
Ketofy Almond Butter (2x200g) 200 g,849,999,15% off
HealthViva With Mother Vinegar Vinegar,499,999,50% off
"axium axs192 Orange Candy, Black Candy, Anardana Goli C...",419,597,29% off
Tang Mango Instant Drink Mix,199,210,5% off
PMW Fenugreek Seeds - Menthulu - Methi Seeds - Trigonel...,79,199,60% off
SFT Yellow Peanut (Whole),189,369,48% off
Balaji Premium Almonds,245,270,9% off
"Tang Orange Instant Drink Mix, 500g(Each)",264,270,2% off
Herbal Essentials Combo Pack of Chia Seed & Quinoa Seed...,195,598,67% off
Nutty Desires Cashews 250 g (Premium whole Kaju) Cashew...,499,700,28% off
Nutty Gritties Dried Blueberrries 150g Blueberry,449,495,9% off
NutroActive Sweet Basil Seeds,349,378,7% off
FRUIT NUT Premium Imported quality Cashew Cashews,349,997,64% off
Pintola Classic Peanut Butter (Crunchy) 1 kg,319,349,8% off
Manna 100% Natural & Gluten Free Proso Millet,400,NaN,Nan
"Freshzo Lime Juice Concentrate, 250ml (Pack of 6) (1500...",449,480,6% off
Singla Best Quality Kaju Katli (1 kg) Box,"1,100","1,450",24% off
NutrineLife With the Mother Vinegar,499,899,44% off
Herbsjoy Mother Vinegar Vinegar,314,998,68% off
"Eighty7 California Almonds(250g), Cashews(250g) and Rai...",892,"1,021",12% off
Cadbury Valentine Special Heart Shape Chocolate Gift Ha...,599,749,20% off
Bliss of Earth Certified Organic Edible Flaxseed oil Fl...,427,725,41% off
Natturano Premium Organic Cold Pressed Til / Sesame Oil...,499,NaN,Nan
Yogabar Wholegrain Breakfast Muesli+ - Dark Chocolate +...,260,299,13% off
TGL Co. Morning Motivation Instant Coffee Powder Freeze...,485,539,10% off
Veg E Wagon Rai (Mustard) # 2 1000 gm,208,245,15% off
"Cadbury Chocolate Bar, 60 gm - Pack of 6 Bars",420,NaN,Nan
Balance Natural Diabetic & Keto friendly Sugar Free Swe...,149,200,25% off
Pintola Classic Peanut Butter-(Crunchy) 350 g,140,155,9% off
e food factory Black Kishmish (Raisins) Regular 250 In ...,279,499,44% off
Haim Organic Wholegrain Brown Rice Cakes with Buckwheat...,777,780,Nan
"Midiron Pumpkin Seeds (350 gm), Rich in Zinc & Powerhou...",359,449,20% off
Fabelle The Bars Trilogy Bars,"1,100",NaN,Nan
Wnature Organic Roasted Arabica Coffee beans 1kg-100% P...,650,700,7% off
